OID_,uRCA_int,TWI_COUNT,TWI_MIN,TWI_MAX,TWI_RANGE,TWI_MEAN,TWI_STD,TWI_SUM,uRCA
44,45,992.000000000000000,14.746376991271973,23.352262496948242,8.605885505676270,16.283873469598831,1.383510894002324,16153.602481842041016,45
45,46,390.000000000000000,14.773431777954102,27.343145370483398,12.569713592529297,17.443794509692069,3.146120499485846,6803.079858779907227,46
46,47,152.000000000000000,14.944056510925293,25.315011978149414,10.370955467224121,17.334872659884002,2.669252755375459,2634.900644302368164,47
47,48,1445.000000000000000,14.797350883483887,24.778501510620117,9.981150627136230,17.171064723981704,2.172474731077298,24812.188526153564453,48
48,49,205.000000000000000,15.107914924621582,24.958005905151367,9.850090980529785,18.106453267539418,2.350296476395420,3711.822919845581055,49
49,50,1012.000000000000000,14.619114875793457,27.256099700927734,12.636984825134277,17.022970960074261,2.833300766974706,17227.246611595153809,50
50,51,735.000000000000000,14.753979682922363,24.407682418823242,9.653702735900879,16.385610365056667,1.663504962253961,12043.423618316650391,51
51,52,357.000000000000000,14.766511917114258,21.545057296752930,6.778545379638672,16.185505442258691,1.212832230644257,5778.225442886352539,52
52,53,326.000000000000000,14.677224159240723,22.378322601318359,7.701098442077637,16.173915465185246,1.337008973830718,5272.696441650390625,53
53,54,905.000000000000000,14.634814262390137,23.495912551879883,8.861098289489746,16.259374853524054,1.502892832301713,14714.734242439270020,54
54,55,850.000000000000000,14.664412498474121,23.438505172729492,8.774092674255371,16.265232934390799,1.526095552355421,13825.447994232177734,55
55,56,433.000000000000000,14.655682563781738,23.306188583374023,8.650506019592285,16.119898373205171,1.822567086552459,6979.915995597839355,56
56,57,901.000000000000000,14.671593666076660,24.288639068603516,9.617045402526855,16.347123693282015,1.889103299334137,14728.758447647094727,57
57,58,131.000000000000000,14.733441352844238,27.089296340942383,12.355854988098145,18.553978242946943,3.840267931217067,2430.571149826049805,58
58,59,442.000000000000000,14.588644027709961,27.087505340576172,12.498861312866211,16.316511943868921,2.042036526720119,7211.898279190063477,59
59,60,246.000000000000000,17.863771438598633,30.685771942138672,12.822000503540039,21.125517744358962,4.852520532007244,5196.877365112304688,60
60,61,372.000000000000000,15.224576950073242,30.685791015625000,15.461214065551758,19.030093605800342,2.415852147815691,7079.194821357727051,61
61,62,11.000000000000000,17.863771438598633,25.370912551879883,7.507141113281250,22.270334417169746,3.118304803861505,244.973678588867188,62
62,63,721.000000000000000,14.785574913024902,23.643257141113281,8.857682228088379,16.977790247881462,1.871540102032598,12240.986768722534180,63
63,64,909.000000000000000,14.649991035461426,24.462280273437500,9.812289237976074,16.481911001425765,2.073464124774403,14982.057100296020508,64
64,65,1818.000000000000000,14.548918724060059,24.514049530029297,9.965130805969238,18.701736034733234,2.200548360383892,33999.756111145019531,65
65,66,420.000000000000000,17.863771438598633,30.677555084228516,12.813783645629883,19.955929960523331,2.237072584727689,8381.490583419799805,66
66,67,1362.000000000000000,14.943338394165039,30.679117202758789,15.735778808593750,20.159916858841143,4.155789258019023,27457.806761741638184,67
67,68,538.000000000000000,14.743535995483398,24.590003967285156,9.846467971801758,17.498684136840932,2.275392694693069,9414.292065620422363,68
68,69,695.000000000000000,14.675894737243652,25.333425521850586,10.657530784606934,16.832640248579946,1.987605722692400,11698.684972763061523,69
69,70,330.000000000000000,14.906172752380371,22.005441665649414,7.099268913269043,16.513807493267638,1.386376379292891,5449.556472778320312,70
70,71,404.000000000000000,14.607730865478516,27.044681549072266,12.436950683593750,17.014406567752950,2.627469259632820,6873.820253372192383,71
71,72,1.000000000000000,27.075910568237305,27.075910568237305,0.000000000000000,27.075910568237305,0.000000000000000,27.075910568237305,72
72,73,38.000000000000000,14.742400169372559,23.694265365600586,8.951865196228027,16.517030741039076,2.338846666232978,627.647168159484863,73
73,74,2393.000000000000000,14.606103897094727,30.688304901123047,16.082201004028320,18.903770516918037,2.988928650595371,45236.722846984863281,74
74,75,342.000000000000000,15.028092384338379,23.777273178100586,8.749180793762207,17.128680510827671,1.994359521248288,5858.008734703063965,75
75,76,291.000000000000000,14.800201416015625,22.232416152954102,7.432214736938477,16.285738309224445,1.486241539264027,4739.149847984313965,76
76,77,281.000000000000000,14.824805259704590,21.904151916503906,7.079346656799316,16.377246941535923,1.551179243004634,4602.006390571594238,77
77,78,734.000000000000000,15.241261482238770,25.920831680297852,10.679570198059082,19.309975896934073,2.769755907552025,14173.522308349609375,78
78,79,68.000000000000000,17.863771438598633,24.654993057250977,6.791221618652344,20.517294855678784,2.590134674898229,1395.176050186157227,79
79,80,479.000000000000000,14.912468910217285,23.943704605102539,9.031235694885254,17.105916622536167,2.174248803486419,8193.734062194824219,80
80,81,571.000000000000000,14.768380165100098,26.131494522094727,11.363114356994629,16.380723433820254,1.531185949926746,9353.393080711364746,81
81,82,52.000000000000000,14.795138359069824,26.595855712890625,11.800717353820801,17.416777335680447,3.377507672716648,905.672421455383301,82
82,83,675.000000000000000,14.818206787109375,26.493757247924805,11.675550460815430,16.538377322444209,1.593703733546834,11163.404692649841309,83
83,84,110.000000000000000,14.602240562438965,26.280941009521484,11.678700447082520,16.316264880787241,2.377155844229020,1794.789136886596680,84
84,85,53.000000000000000,14.720532417297363,26.822568893432617,12.102036476135254,17.945762382363373,3.778173487211931,951.125406265258789,85
85,86,1375.000000000000000,14.728421211242676,26.717996597290039,11.989575386047363,16.422466905073687,1.725482548933671,22580.891994476318359,86
86,87,359.000000000000000,14.937932014465332,25.291509628295898,10.353577613830566,17.829313578379850,2.425794517520941,6400.723574638366699,87
87,88,220.000000000000000,15.443576812744141,25.020727157592773,9.577150344848633,18.687521817467431,2.370809195511386,4111.254799842834473,88
88,89,15.000000000000000,15.657253265380859,26.826547622680664,11.169294357299805,18.742305628458659,3.402717174716218,281.134584426879883,89
89,90,313.000000000000000,14.862087249755859,21.893121719360352,7.031034469604492,16.249450211326916,1.471049758861937,5086.077916145324707,90
90,91,608.000000000000000,14.868339538574219,26.597204208374023,11.728864669799805,16.423804568616969,1.585098952207394,9985.673177719116211,91
91,92,77.000000000000000,14.725415229797363,25.788684844970703,11.063269615173340,16.620830065244203,2.723450790310280,1279.803915023803711,92
92,93,128.000000000000000,14.962188720703125,25.776035308837891,10.813846588134766,16.521301910281181,2.036838475594811,2114.726644515991211,93
93,94,1494.000000000000000,14.566296577453613,26.143722534179688,11.577425956726074,16.570261049462133,1.953804035908058,24755.970007896423340,94
94,95,590.000000000000000,14.952373504638672,23.979663848876953,9.027290344238281,19.521215859106032,2.616195530390461,11517.517356872558594,95
95,96,22.000000000000000,17.863771438598633,24.001497268676758,6.137725830078125,21.091610995205965,2.491418038917157,464.015441894531250,96
96,97,1065.000000000000000,15.001852035522461,24.579154968261719,9.577302932739258,17.070923065579553,2.033556203480169,18180.533064842224121,97
97,98,600.000000000000000,14.899182319641113,23.852731704711914,8.953549385070801,16.758784848848979,1.920960294449090,10055.270909309387207,98
98,99,27.000000000000000,17.863771438598633,25.324836730957031,7.461065292358398,19.827343410915798,2.755438814946678,535.338272094726562,99
99,100,576.000000000000000,14.832047462463379,25.517265319824219,10.685217857360840,16.680017156733406,1.997289321666484,9607.689882278442383,100
100,101,922.000000000000000,14.627829551696777,23.793788909912109,9.165959358215332,16.321873049415373,1.582251863438043,15048.766951560974121,101
101,102,611.000000000000000,14.680123329162598,22.658805847167969,7.978682518005371,16.201692142580224,1.304936175965940,9899.233899116516113,102
102,103,313.000000000000000,14.813067436218262,22.808233261108398,7.995165824890137,16.489223599053037,1.459779411210772,5161.126986503601074,103
103,104,274.000000000000000,14.886240959167480,21.750780105590820,6.864539146423340,16.237287514401178,1.206963631938408,4449.016778945922852,104
104,105,7.000000000000000,17.863771438598633,24.449941635131836,6.586170196533203,21.591125760759628,3.228300993156157,151.137880325317383,105
105,106,173.000000000000000,14.954004287719727,23.659828186035156,8.705823898315430,17.146090375205684,2.047762588719350,2966.273634910583496,106
106,107,902.000000000000000,14.738300323486328,24.443021774291992,9.704721450805664,16.627843988972597,1.937591370976671,14998.315278053283691,107
107,108,57.000000000000000,15.341891288757324,24.311077117919922,8.969185829162598,18.154105052613374,2.553969092957035,1034.783987998962402,108
108,109,544.000000000000000,14.574459075927734,23.752649307250977,9.178190231323242,17.000582000788519,2.221644417085458,9248.316608428955078,109
109,110,1102.000000000000000,14.576418876647949,25.583345413208008,11.006926536560059,17.510537577627357,2.633988821316497,19296.612410545349121,110
110,111,273.000000000000000,14.570227622985840,21.781732559204102,7.211504936218262,16.255685268304287,1.333821355314566,4437.802078247070312,111
111,112,137.000000000000000,14.654523849487305,24.722616195678711,10.068092346191406,16.579514002277904,2.042127076347164,2271.393418312072754,112
112,113,2256.000000000000000,14.958953857421875,30.653543472290039,15.694589614868164,19.544134482847038,2.530440511002714,44091.567393302917480,113
113,114,370.000000000000000,15.071658134460449,30.652896881103516,15.581238746643066,18.565237893284976,3.759936325933355,6869.138020515441895,114
114,115,148.000000000000000,14.805542945861816,21.548093795776367,6.742550849914551,16.121244610966862,1.595369957457760,2385.944202423095703,115
115,116,486.000000000000000,14.732038497924805,22.352849960327148,7.620811462402344,16.074553226737820,1.393002578650482,7812.232868194580078,116
116,117,996.000000000000000,14.855975151062012,24.092117309570312,9.236142158508301,16.341123516779827,1.510521120943230,16275.759022712707520,117
117,118,397.000000000000000,14.903714179992676,24.134836196899414,9.231122016906738,16.284165002837288,1.337091580662397,6464.813506126403809,118
118,119,9.000000000000000,15.282052040100098,23.847707748413086,8.565655708312988,19.194810125562881,2.689808754650466,172.753291130065918,119
119,120,1000.000000000000000,14.673290252685547,24.288639068603516,9.615348815917969,16.081550037384034,1.810536749126922,16081.550037384033203,120
120,121,29.000000000000000,17.863771438598633,30.652601242065430,12.788829803466797,26.826650948360047,5.703847915541042,777.972877502441406,121
121,122,220.000000000000000,17.863771438598633,30.649236679077148,12.785465240478516,19.731638587604870,2.662539954700707,4340.960489273071289,122
122,123,493.000000000000000,14.787109375000000,24.269149780273438,9.482040405273438,16.583053778441393,1.861375824593342,8175.445512771606445,123
123,124,197.000000000000000,14.821646690368652,24.634014129638672,9.812367439270020,16.640123894977087,2.040646096020913,3278.104407310485840,124
124,125,417.000000000000000,14.696043014526367,24.412990570068359,9.716947555541992,16.482294238156840,1.403905388193277,6873.116697311401367,125
125,126,1.000000000000000,17.944217681884766,17.944217681884766,0.000000000000000,17.944217681884766,0.000000000000000,17.944217681884766,126
126,127,155.000000000000000,14.455271720886230,24.095129013061523,9.639857292175293,16.293257141113280,2.267698661617569,2525.454856872558594,127
127,128,311.000000000000000,14.817684173583984,22.423801422119141,7.606117248535156,16.659280543925295,1.337372797830138,5181.036249160766602,128
128,129,1212.000000000000000,14.607007026672363,25.125684738159180,10.518677711486816,16.313048376895413,1.588080124017033,19771.414632797241211,129
129,130,1411.000000000000000,14.619660377502441,24.118740081787109,9.499079704284668,16.251339445377731,1.499924038466014,22930.639957427978516,130
130,131,567.000000000000000,14.981678009033203,24.016504287719727,9.034826278686523,17.928695098432915,2.326947510580120,10165.570120811462402,131
131,132,788.000000000000000,14.870249748229980,24.226799011230469,9.356549263000488,17.428787235076051,2.210649973040744,13733.884341239929199,132
132,133,184.000000000000000,14.653087615966797,25.215871810913086,10.562784194946289,16.638612011204597,2.464549917092932,3061.504610061645508,133
133,134,193.000000000000000,14.881872177124023,25.415529251098633,10.533657073974609,16.831058833265551,2.603024583081294,3248.394354820251465,134
134,135,1685.000000000000000,14.474737167358398,24.932884216308594,10.458147048950195,16.518301589694151,1.643321981251340,27833.338178634643555,135
135,136,720.000000000000000,14.591896057128906,22.642200469970703,8.050304412841797,16.089501896169452,1.510403920123067,11584.441365242004395,136
136,137,423.000000000000000,14.844677925109863,24.708585739135742,9.863907814025879,16.478320780093508,1.997908747179619,6970.329689979553223,137
137,138,370.000000000000000,14.757221221923828,25.055952072143555,10.298730850219727,16.620848606728220,1.917406553249553,6149.713984489440918,138
138,139,202.000000000000000,14.822326660156250,27.208118438720703,12.385791778564453,18.697505157772856,3.489131826389239,3776.896041870117188,139
139,140,818.000000000000000,17.504516601562500,30.616590499877930,13.112073898315430,21.695266376206227,4.668416084142348,17746.727895736694336,140
140,141,536.000000000000000,14.590992927551270,25.165594100952148,10.574601173400879,16.263492650060510,1.849530978412012,8717.232060432434082,141
141,142,146.000000000000000,14.871459960937500,25.173652648925781,10.302192687988281,17.279899270567174,2.746523244355337,2522.865293502807617,142
142,143,342.000000000000000,15.052904129028320,21.976682662963867,6.923778533935547,16.277125472910921,1.252605755681734,5566.776911735534668,143
143,144,169.000000000000000,14.962280273437500,23.085624694824219,8.123344421386719,16.622475624084473,1.603478005298167,2809.198380470275879,144
144,145,135.000000000000000,14.943559646606445,24.697607040405273,9.754047393798828,16.663894031665944,2.370686766364150,2249.625694274902344,145
145,146,169.000000000000000,14.824197769165039,24.882133483886719,10.057935714721680,16.744261448199932,2.222275855369985,2829.780184745788574,146
146,147,602.000000000000000,14.800823211669922,24.944639205932617,10.143815994262695,16.466840778870441,1.943411232664036,9913.038148880004883,147
147,148,66.000000000000000,15.060895919799805,23.883354187011719,8.822458267211914,16.709537925142229,2.168250598709641,1102.829503059387207,148
148,149,92.000000000000000,15.029264450073242,22.988225936889648,7.958961486816406,16.388451389644455,1.826869757598406,1507.737527847290039,149
149,150,292.000000000000000,14.929990768432617,23.210699081420898,8.280708312988281,16.283627088755779,1.394065597261961,4754.819109916687012,150
150,151,53.000000000000000,14.898715972900391,25.999458312988281,11.100742340087891,16.428540373748202,1.756838233812066,870.712639808654785,151
151,152,120.000000000000000,14.756953239440918,26.261280059814453,11.504326820373535,16.470683026313782,2.087285737460020,1976.481963157653809,152
152,153,220.000000000000000,15.118987083435059,27.129072189331055,12.010085105895996,18.658979056098243,2.439120114650247,4104.975392341613770,153
153,154,370.000000000000000,15.025103569030762,27.088802337646484,12.063698768615723,19.410634133622452,3.247288458872509,7181.934629440307617,154
154,155,9.000000000000000,17.863771438598633,27.129829406738281,9.266057968139648,22.231067445543076,3.332722702960311,200.079607009887695,155
155,156,1061.000000000000000,15.391442298889160,24.466358184814453,9.074915885925293,18.730003351540525,1.935801234672671,19872.533555984497070,156
156,157,281.000000000000000,14.790738105773926,26.337848663330078,11.547110557556152,16.727410136592770,2.431724037926253,4700.402248382568359,157
157,158,609.000000000000000,14.658884048461914,25.716461181640625,11.057577133178711,16.183880647806504,1.457887624974855,9855.983314514160156,158
158,159,459.000000000000000,14.905959129333496,26.066526412963867,11.160567283630371,16.867093439455385,2.267978409428197,7741.995888710021973,159
159,160,748.000000000000000,14.796918869018555,25.970016479492188,11.173097610473633,16.375335133649450,1.499352931199212,12248.750679969787598,160
160,161,453.000000000000000,14.821646690368652,25.213848114013672,10.392201423645020,16.736093325330721,2.195706536091634,7581.450276374816895,161
161,162,47.000000000000000,15.164361000061035,26.612710952758789,11.448349952697754,18.241885591060559,3.714353895637311,857.368622779846191,162
162,163,1922.000000000000000,14.962133407592773,24.651615142822266,9.689481735229492,18.571513407188203,2.196624826815372,35694.448768615722656,163
163,164,139.000000000000000,17.863771438598633,22.881050109863281,5.017278671264648,19.190873880180522,1.554285066843043,2667.531469345092773,164
164,165,163.000000000000000,15.527656555175781,24.643692016601562,9.116035461425781,19.227240615095830,2.542004613972380,3134.040220260620117,165
165,166,245.000000000000000,15.758229255676270,25.503414154052734,9.745184898376465,20.515040179661341,2.632779905845614,5026.184844017028809,166
166,167,263.000000000000000,14.791020393371582,29.242879867553711,14.451859474182129,19.715362345764394,3.994107764152610,5185.140296936035156,167
167,168,914.000000000000000,14.641119956970215,29.314214706420898,14.673094749450684,17.932743171633465,3.045332782791978,16390.527258872985840,168
168,169,375.000000000000000,14.715367317199707,25.231479644775391,10.516112327575684,18.506934033711751,2.670155522870593,6940.100262641906738,169
169,170,50.000000000000000,14.814290046691895,29.315874099731445,14.501584053039551,19.222550735473632,4.832834969764569,961.127536773681641,170
170,171,452.000000000000000,15.331164360046387,25.471649169921875,10.140484809875488,19.236164801943620,2.527913934026721,8694.746490478515625,171
171,172,63.000000000000000,16.601169586181641,26.267570495605469,9.666400909423828,20.587059172372971,2.891202887915797,1296.984727859497070,172
172,173,71.000000000000000,17.863771438598633,26.654039382934570,8.790267944335938,19.680123987332195,2.521543526844068,1397.288803100585938,173
173,174,556.000000000000000,15.000772476196289,26.201837539672852,11.201065063476562,18.491930453897382,2.453051362334249,10281.513332366943359,174
174,175,419.000000000000000,14.943275451660156,25.883712768554688,10.940437316894531,17.863672263297943,2.152126750692957,7484.878678321838379,175
175,176,273.000000000000000,15.507125854492188,25.418628692626953,9.911502838134766,18.855283772115744,2.102874518472472,5147.492469787597656,176
176,177,329.000000000000000,14.683128356933594,24.427625656127930,9.744497299194336,17.167877263935868,2.220083086554060,5648.231619834899902,177
177,178,79.000000000000000,15.590354919433594,29.230745315551758,13.640390396118164,19.691329086883158,3.321911130793851,1555.614997863769531,178
178,179,706.000000000000000,14.683336257934570,23.465871810913086,8.782535552978516,16.241064664662392,1.558544383770171,11466.191653251647949,179
179,180,108.000000000000000,14.997058868408203,26.632188796997070,11.635129928588867,17.375495919474847,3.040280585996932,1876.553559303283691,180
180,181,380.000000000000000,15.082902908325195,26.946846008300781,11.863943099975586,17.513959071510715,2.054900843392279,6655.304447174072266,181
181,182,23.000000000000000,15.517932891845703,26.946958541870117,11.429025650024414,19.260348112686820,4.131862069792845,442.988006591796875,182
182,183,376.000000000000000,14.732694625854492,23.677902221679688,8.945207595825195,16.330205737276280,1.936261505327267,6140.157357215881348,183
183,184,58.000000000000000,17.703144073486328,29.230258941650391,11.527114868164062,21.126215540129564,4.120241214536772,1225.320501327514648,184
184,185,432.000000000000000,14.855448722839355,22.705625534057617,7.850176811218262,16.640547231391626,1.811818462237109,7188.716403961181641,185
185,186,50.000000000000000,15.047458648681641,23.012407302856445,7.964948654174805,16.935002002716065,2.333617153182105,846.750100135803223,186
186,187,426.000000000000000,17.863771438598633,30.602994918823242,12.739223480224609,20.528378029944193,3.839684194274747,8745.089040756225586,187
187,188,294.000000000000000,15.075831413269043,30.603130340576172,15.527298927307129,20.673188361991830,4.785710290385361,6077.917378425598145,188
188,189,503.000000000000000,14.853446960449219,23.293115615844727,8.439668655395508,16.904459395892104,1.837865488284798,8502.943076133728027,189
189,191,91.000000000000000,15.029084205627441,24.228521347045898,9.199437141418457,18.234149901421514,2.991477377472874,1659.307641029357910,191
190,192,3.000000000000000,17.863771438598633,25.207843780517578,7.344072341918945,22.433378855387371,3.255841116603933,67.300136566162109,192
191,193,758.000000000000000,17.863771438598633,25.491802215576172,7.628030776977539,19.630679648910160,1.972155868724880,14880.055173873901367,193
192,194,155.000000000000000,17.863771438598633,26.834964752197266,8.971193313598633,20.887017883793000,3.590409005044478,3237.487771987915039,194
193,195,1044.000000000000000,14.752758026123047,24.286657333374023,9.533899307250977,16.493569077203102,2.028492888929592,17219.286116600036621,195
194,196,154.000000000000000,15.058436393737793,24.733823776245117,9.675387382507324,17.720738472876612,2.464042530875691,2728.993724822998047,196
195,197,176.000000000000000,14.961747169494629,26.875659942626953,11.913912773132324,18.049411161379382,3.292573579581688,3176.696364402770996,197
196,198,1007.000000000000000,15.083745956420898,24.157190322875977,9.073444366455078,18.373206104517219,2.157141133915163,18501.818547248840332,198
197,199,154.000000000000000,17.863771438598633,26.817411422729492,8.953639984130859,20.411633652526064,2.809003894293324,3143.391582489013672,199
198,200,114.000000000000000,17.863771438598633,26.812356948852539,8.948585510253906,20.176498162119014,2.831737128103200,2300.120790481567383,200
199,201,27.000000000000000,17.863771438598633,30.604309082031250,12.740537643432617,26.433732703880029,5.899518740432125,713.710783004760742,201
200,202,744.000000000000000,14.945245742797852,23.771854400634766,8.826608657836914,17.526768674132644,2.016540539277474,13039.915893554687500,202
201,203,239.000000000000000,14.681414604187012,21.208288192749023,6.526873588562012,16.452096579962696,1.276577134151184,3932.051082611083984,203
202,204,170.000000000000000,14.881982803344727,23.522308349609375,8.640325546264648,16.776830460043513,1.833527686509637,2852.061178207397461,204
203,205,569.000000000000000,14.880058288574219,26.825008392333984,11.944950103759766,18.244359363361486,3.033578383802935,10381.040477752685547,205
204,206,330.000000000000000,15.516192436218262,24.931941986083984,9.415749549865723,18.809050655364992,2.323566579012375,6206.986716270446777,206
205,207,570.000000000000000,14.946501731872559,29.399904251098633,14.453402519226074,19.475518790462562,2.753343126437708,11101.045710563659668,207
206,208,44.000000000000000,15.040541648864746,26.787761688232422,11.747220039367676,18.302981918508355,3.569420172746424,805.331204414367676,208
207,209,530.000000000000000,14.808055877685547,23.824930191040039,9.016874313354492,16.420160775814416,1.454216001239622,8702.685211181640625,209
208,210,416.000000000000000,17.863771438598633,27.122138977050781,9.258367538452148,20.085514568365536,2.799885790644191,8355.574060440063477,210
209,211,141.000000000000000,17.863771438598633,22.617361068725586,4.753589630126953,18.808444814479099,1.289907875868261,2651.990718841552734,211
210,212,303.000000000000000,14.806061744689941,26.525238037109375,11.719176292419434,17.279228037340019,2.856940451733854,5235.606095314025879,212
211,213,418.000000000000000,14.780253410339355,26.598331451416016,11.818078041076660,16.277446431976756,1.837987176091492,6803.972608566284180,213
212,214,395.000000000000000,17.863771438598633,24.554613113403320,6.690841674804688,19.345759089988999,1.765912201694381,7641.574840545654297,214
213,215,139.000000000000000,17.863771438598633,24.762485504150391,6.898714065551758,19.651753501068775,2.342968701391694,2731.593736648559570,215
214,216,55.000000000000000,16.860084533691406,29.228857040405273,12.368772506713867,22.126419483531606,4.511435193862321,1216.953071594238281,216
215,217,312.000000000000000,14.759660720825195,29.214954376220703,14.455293655395508,18.138310215412041,2.865089244045637,5659.152787208557129,217
216,218,511.000000000000000,14.701428413391113,22.754285812377930,8.052857398986816,16.593761472086150,1.374657697587017,8479.412112236022949,218
217,219,272.000000000000000,15.197109222412109,22.748874664306641,7.551765441894531,16.548223043189328,1.356891982097604,4501.116667747497559,219
218,220,932.000000000000000,14.678997993469238,25.654466629028320,10.975468635559082,17.170101707073751,2.287807940898360,16002.534790992736816,220
219,221,294.000000000000000,14.732825279235840,25.769948959350586,11.037123680114746,17.334750496611303,2.421318066466119,5096.416646003723145,221
